* NAME                             S            X           PX        DISP1        DISP2       ALFA11       BETA11          MU1            Y           PY        DISP3        DISP4       ALFA22       BETA22          MU2 
$ %s                             %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le 
 "PR.BHR000048.J1"       22.01542858  -0.00000000  -0.00000000   5.51603970   0.76403025  -1.82976166  15.28091955   0.21491985   0.00000000   0.00000000  -0.00238095  -0.00233287   2.42075742  17.47545565   0.18242060
 "PR.BHR000048.CORR3"    22.01542858  -0.00000000  -0.00000000   5.51603970   0.76403025  -1.82976166  15.28091955   0.21491985   0.00000000   0.00000000  -0.00238095  -0.00233287   2.42075742  17.47545565   0.18242060
 "PR.BHR000048.J2"       22.01792858  -0.00000000  -0.00000000   5.51794977   0.76403025  -1.83047301  15.29007013   0.21494588   0.00000000   0.00000000  -0.00238678  -0.00233287   2.41977603  17.46335432   0.18244338
 "PR.BHR000048.MPFE1"    22.01792858  -0.00000000  -0.00000000   5.51794977   0.77774352  -1.86847204  15.29007013   0.21494588   0.00000000   0.00000000  -0.00238678  -0.00232694   2.46317613  17.46335432   0.18244338
 "PR.BHR000048.FEXFF1"   23.11604858  -0.00000000  -0.00000000   6.17638071   0.41434374  -0.97346353  18.48693824   0.22522555   0.00000000   0.00000000  -0.00505731  -0.00256555   1.17461866  13.56031432   0.19394510
 "PR.BHR000048.CORR4"    23.11604858  -0.00000000  -0.00000000   6.17638071   0.41434374  -0.97346353  18.48693824   0.22522555   0.00000000   0.00000000  -0.00505731  -0.00256555   1.17461866  13.56031432   0.19394510
 "PR.BHR000048.MPFM"     23.11604858  -0.00000000  -0.00000000   6.17638071   0.41434374  -0.97346353  18.48693824   0.22522555   0.00000000   0.00000000  -0.00505731  -0.00256555   1.17461866  13.56031432   0.19394510
 "PR.BHR000048.FEXFF2"   24.21416858  -0.00000000  -0.00000000   6.41720923   0.02167559   0.19174137  19.36629056   0.23435820   0.00000000   0.00000000  -0.00808807  -0.00298690   0.22669683  12.05682369   0.20779288
 "PR.BHR000048.CORR5"    24.21416858  -0.00000000  -0.00000000   6.41720923   0.02167559   0.19174137  19.36629056   0.23435820   0.00000000   0.00000000  -0.00808807  -0.00298690   0.22669683  12.05682369   0.20779288
 "PR.BHR000048.MPFE2"    24.21416858  -0.00000000  -0.00000000   6.41720923   0.03762370   0.14361208  19.36629056   0.23435820   0.00000000   0.00000000  -0.00808807  -0.00296680   0.25666056  12.05682369   0.20779288
 "PR.BHR000048.C2"       24.51274123  -0.00000000  -0.00000000   6.42844264   0.03762370   0.12787698  19.28523136   0.23681716   0.00000000   0.00000000  -0.00897387  -0.00296680   0.23026546  11.91144089   0.21175855
 "PR.BHR000048$END"      24.51274123  -0.00000000  -0.00000000   6.42844264   0.03762370   0.12787698  19.28523136   0.23681716   0.00000000   0.00000000  -0.00897387  -0.00296680   0.23026546  11.91144089   0.21175855
 "PS49$START"            24.51274123  -0.00000000  -0.00000000   6.42844264   0.03762370   0.12787698  19.28523136   0.23681716   0.00000000   0.00000000  -0.00897387  -0.00296680   0.23026546  11.91144089   0.21175855
